timestamp;vin;isOnline;signature;acc_x;acc_y;acc_z;pos_long;pos_lat;process;01 10_fluxo de massa de ar (MAF)_g/s;01 0D_velocidade_Km/h;01 0B_pressao absoluta do coletor de admissao_kPa;01 0F_temperatura do ar de entrada_Â°C;01 0F_Temperatura do liquido de arrefecimento_Â°C;01 2F_nivel de combustivel_%;01 0C_rotacao_RPM;vehicle_speed;coolant_temp;engine_rpm;fuel_rail_pressure;intake_air_temp;intake_manifold_pressure;mass_air_flow;barometric_pressure;calculated_load_value;distance_traveled_since_dtcs_cleared;distance_traveled_while_mil_activated;engine_run_time_while_mil_activated;ignition_timing_advance;input_voltage;number_of_warm_ups;obd_requirements;co2_flow;fuel_rate;instant_co2_rate;instant_fuel_economy
06:10:17.293;;;;;;;;;;;;;;;;;28.0;67.0;1301.0;96560.0;33.0;130.0;0.0;101.0;52.54902;53705.0;24260.0;51290.0;2.0;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:17.796;;;;;;;;;;;;;;;;;30.0;67.0;1337.0;90680.0;33.0;126.0;0.0;101.0;48.62745;53705.0;24260.0;51290.0;2.0;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:18.252;;;;;;;;;;;;;;;;;30.0;67.0;1363.0;89700.0;33.0;123.0;0.0;101.0;43.92157;53705.0;24260.0;51290.0;2.0;28.3;255.0;15.0;0.0;0.0;0.0;0.0
06:10:18.709;;;;;;;;;;;;;;;;;30.0;67.0;1380.0;85530.0;33.0;119.0;0.0;101.0;38.43137;53705.0;24260.0;51290.0;2.0;28.3;255.0;15.0;0.0;0.0;0.0;0.0
06:10:19.135;;;;;;;;;;;;;;;;;30.0;67.0;1393.0;82100.0;33.0;116.0;0.0;101.0;38.03922;53705.0;24260.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:19.635;;;;;;;;;;;;;;;;;31.0;67.0;1396.0;82350.0;33.0;114.0;0.0;101.0;37.64706;53705.0;24260.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:20.074;;;;;;;;;;;;;;;;;31.0;67.0;1392.0;79410.0;33.0;112.0;0.0;101.0;31.76471;53705.0;24260.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:20.529;;;;;;;;;;;;;;;;;31.0;67.0;1418.0;77940.0;33.0;111.0;0.0;101.0;31.76471;53705.0;24260.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:20.954;;;;;;;;;;;;;;;;;31.0;67.0;1412.0;76470.0;33.0;110.0;0.0;101.0;27.05882;53705.0;24260.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:21.803;;;;;;;;;;;;;;;;;31.0;67.0;1403.0;70340.0;33.0;109.0;0.0;101.0;20.78431;53705.0;24260.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:22.353;;;;;;;;;;;;;;;;;31.0;68.0;1400.0;63970.0;33.0;107.0;0.0;101.0;14.90196;53706.0;24261.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:22.824;;;;;;;;;;;;;;;;;30.0;68.0;1368.0;55630.0;33.0;105.0;0.0;101.0;5.098039;53706.0;24261.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:23.263;;;;;;;;;;;;;;;;;30.0;68.0;1352.0;51960.0;33.0;105.0;0.0;101.0;0.0;53706.0;24261.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:23.781;;;;;;;;;;;;;;;;;30.0;68.0;1340.0;50000.0;33.0;104.0;0.0;101.0;0.0;53706.0;24261.0;51290.0;-0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:24.222;;;;;;;;;;;;;;;;;29.0;68.0;1298.0;47300.0;33.0;103.0;0.0;101.0;0.0;53706.0;24261.0;51290.0;2.5;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:24.677;;;;;;;;;;;;;;;;;28.0;68.0;1250.0;43870.0;33.0;101.0;0.0;101.0;0.0;53706.0;24261.0;51290.0;-0.5;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:25.134;;;;;;;;;;;;;;;;;27.0;68.0;1208.0;41170.0;33.0;100.0;0.0;101.0;0.0;53706.0;24261.0;51290.0;-0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:25.639;;;;;;;;;;;;;;;;;26.0;68.0;1132.0;37250.0;33.0;100.0;0.0;101.0;0.0;53706.0;24261.0;51290.0;-0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:26.096;;;;;;;;;;;;;;;;;24.0;68.0;1066.0;36270.0;33.0;100.0;0.0;101.0;0.0;53706.0;24261.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:26.537;;;;;;;;;;;;;;;;;22.0;68.0;985.0;34550.0;33.0;100.0;0.0;101.0;0.0;53706.0;24261.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:26.978;;;;;;;;;;;;;;;;;21.0;68.0;930.0;35040.0;33.0;101.0;0.0;101.0;0.0;53706.0;24261.0;51290.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:27.498;;;;;;;;;;;;;;;;;20.0;68.0;844.0;35530.0;33.0;101.0;0.0;101.0;1.960784;53706.0;24261.0;51290.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:27.939;;;;;;;;;;;;;;;;;18.0;68.0;784.0;35290.0;33.0;101.0;0.0;101.0;8.235294;53706.0;24261.0;51290.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:28.397;;;;;;;;;;;;;;;;;16.0;68.0;714.0;36020.0;33.0;101.0;0.0;101.0;21.96078;53706.0;24261.0;51290.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:28.823;;;;;;;;;;;;;;;;;15.0;68.0;725.0;37000.0;33.0;101.0;0.0;101.0;18.43137;53706.0;24261.0;51290.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:29.344;;;;;;;;;;;;;;;;;13.0;68.0;754.0;36760.0;33.0;100.0;0.0;101.0;17.2549;53706.0;24261.0;51290.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:29.784;;;;;;;;;;;;;;;;;11.0;68.0;748.0;36510.0;33.0;100.0;0.0;101.0;17.64706;53706.0;24261.0;51290.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:30.240;;;;;;;;;;;;;;;;;9.0;68.0;749.0;36510.0;33.0;100.0;0.0;101.0;18.03922;53706.0;24261.0;51290.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:30.694;;;;;;;;;;;;;;;;;7.0;68.0;748.0;37500.0;33.0;100.0;0.0;101.0;16.86275;53706.0;24261.0;51290.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:31.543;;;;;;;;;;;;;;;;;7.0;68.0;746.0;36510.0;33.0;100.0;0.0;101.0;25.88235;53706.0;24261.0;51290.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:32.079;;;;;;;;;;;;;;;;;6.0;69.0;713.0;39700.0;33.0;100.0;0.0;101.0;30.58824;53706.0;24261.0;51290.0;-0.5;28.6;255.0;15.0;0.0;0.0;0.0;0.0
06:10:32.537;;;;;;;;;;;;;;;;;8.0;69.0;646.0;61020.0;33.0;103.0;0.0;101.0;97.64706;53706.0;24261.0;51290.0;0.0;28.6;255.0;15.0;0.0;0.0;0.0;0.0
06:10:33.008;;;;;;;;;;;;;;;;;9.0;69.0;932.0;67400.0;33.0;102.0;0.0;101.0;10.98039;53706.0;24261.0;51290.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:33.511;;;;;;;;;;;;;;;;;9.0;69.0;830.0;49500.0;33.0;102.0;0.0;101.0;14.5098;53706.0;24261.0;51290.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:33.967;;;;;;;;;;;;;;;;;9.0;69.0;784.0;36510.0;33.0;102.0;0.0;101.0;23.13725;53706.0;24261.0;51290.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:34.424;;;;;;;;;;;;;;;;;9.0;69.0;797.0;55630.0;33.0;101.0;0.0;101.0;33.33333;53706.0;24261.0;51290.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:34.864;;;;;;;;;;;;;;;;;8.0;69.0;749.0;49750.0;33.0;103.0;0.0;101.0;94.90196;53706.0;24261.0;51290.0;0.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:35.383;;;;;;;;;;;;;;;;;9.0;69.0;738.0;86270.0;33.0;105.0;0.0;101.0;99.21568;53706.0;24261.0;51290.0;-0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:35.823;;;;;;;;;;;;;;;;;11.0;69.0;821.0;86760.0;34.0;107.0;0.0;101.0;67.45098;53706.0;24261.0;51290.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:36.279;;;;;;;;;;;;;;;;;12.0;69.0;944.0;87000.0;34.0;108.0;0.0;101.0;87.84314;53706.0;24261.0;51290.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:36.720;;;;;;;;;;;;;;;;;13.0;69.0;1012.0;90190.0;34.0;109.0;0.0;101.0;76.07843;53706.0;24261.0;51290.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:37.240;;;;;;;;;;;;;;;;;15.0;69.0;1108.0;90930.0;34.0;111.0;0.0;101.0;65.09804;53706.0;24261.0;51290.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:37.682;;;;;;;;;;;;;;;;;16.0;69.0;1192.0;86510.0;34.0;113.0;0.0;101.0;58.82353;53706.0;24261.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:38.139;;;;;;;;;;;;;;;;;17.0;69.0;1264.0;82590.0;34.0;114.0;0.0;101.0;50.98039;53706.0;24261.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:38.581;;;;;;;;;;;;;;;;;18.0;69.0;1312.0;74500.0;34.0;114.0;0.0;101.0;17.64706;53706.0;24261.0;51290.0;2.5;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:39.100;;;;;;;;;;;;;;;;;18.0;69.0;1239.0;44110.0;34.0;110.0;0.0;101.0;0.0;53706.0;24261.0;51290.0;2.5;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:39.541;;;;;;;;;;;;;;;;;18.0;69.0;1024.0;41420.0;33.0;109.0;0.0;101.0;25.4902;53706.0;24261.0;51290.0;1.5;28.3;255.0;15.0;0.0;0.0;0.0;0.0
06:10:39.996;;;;;;;;;;;;;;;;;19.0;69.0;886.0;61020.0;33.0;107.0;0.0;101.0;67.84314;53706.0;24261.0;51290.0;1.0;28.3;255.0;15.0;0.0;0.0;0.0;0.0
06:10:40.422;;;;;;;;;;;;;;;;;19.0;69.0;885.0;85530.0;33.0;108.0;0.0;101.0;78.03922;53706.0;24261.0;51290.0;0.5;28.3;255.0;15.0;0.0;0.0;0.0;0.0
06:10:41.271;;;;;;;;;;;;;;;;;20.0;69.0;944.0;86020.0;33.0;110.0;0.0;101.0;88.62745;53706.0;24261.0;51290.0;0.5;28.3;255.0;15.0;0.0;0.0;0.0;0.0
06:10:41.834;;;;;;;;;;;;;;;;;21.0;70.0;978.0;87000.0;33.0;112.0;0.0;101.0;80.0;53706.0;24261.0;51290.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:42.291;;;;;;;;;;;;;;;;;23.0;70.0;1061.0;82100.0;33.0;113.0;0.0;101.0;61.96078;53706.0;24261.0;51290.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:42.746;;;;;;;;;;;;;;;;;23.0;70.0;1088.0;81860.0;33.0;113.0;0.0;101.0;54.5098;53706.0;24261.0;51290.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:43.249;;;;;;;;;;;;;;;;;24.0;70.0;1112.0;61270.0;33.0;112.0;0.0;101.0;39.21569;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:43.689;;;;;;;;;;;;;;;;;24.0;70.0;1122.0;56610.0;33.0;110.0;0.0;101.0;36.86274;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:44.145;;;;;;;;;;;;;;;;;25.0;70.0;1132.0;57840.0;33.0;109.0;0.0;101.0;30.19608;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:44.586;;;;;;;;;;;;;;;;;25.0;70.0;1132.0;50240.0;33.0;107.0;0.0;101.0;22.7451;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:45.089;;;;;;;;;;;;;;;;;25.0;70.0;1137.0;45830.0;33.0;106.0;0.0;101.0;22.35294;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:45.514;;;;;;;;;;;;;;;;;25.0;70.0;1138.0;44110.0;33.0;105.0;0.0;101.0;20.78431;53706.0;24261.0;51290.0;2.5;28.3;255.0;15.0;0.0;0.0;0.0;0.0
06:10:45.971;;;;;;;;;;;;;;;;;25.0;70.0;1134.0;44110.0;33.0;105.0;0.0;101.0;21.17647;53706.0;24261.0;51290.0;2.5;28.3;255.0;15.0;0.0;0.0;0.0;0.0
06:10:46.428;;;;;;;;;;;;;;;;;25.0;70.0;1127.0;43620.0;33.0;104.0;0.0;101.0;20.78431;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:46.917;;;;;;;;;;;;;;;;;25.0;70.0;1133.0;44360.0;33.0;104.0;0.0;101.0;21.56863;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:47.344;;;;;;;;;;;;;;;;;25.0;70.0;1129.0;43380.0;33.0;103.0;0.0;101.0;17.64706;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:47.799;;;;;;;;;;;;;;;;;25.0;70.0;1128.0;41420.0;33.0;103.0;0.0;101.0;13.33333;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:48.256;;;;;;;;;;;;;;;;;25.0;70.0;1115.0;39460.0;33.0;103.0;0.0;101.0;14.11765;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:48.760;;;;;;;;;;;;;;;;;24.0;70.0;1101.0;39460.0;33.0;102.0;0.0;101.0;11.37255;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:49.200;;;;;;;;;;;;;;;;;24.0;70.0;1103.0;37740.0;33.0;102.0;0.0;101.0;10.58823;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:49.672;;;;;;;;;;;;;;;;;24.0;70.0;1084.0;37740.0;33.0;102.0;0.0;101.0;10.98039;53706.0;24261.0;51290.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:50.129;;;;;;;;;;;;;;;;;23.0;70.0;1073.0;38230.0;33.0;102.0;0.0;101.0;13.33333;53706.0;24261.0;51290.0;2.5;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:50.948;;;;;;;;;;;;;;;;;23.0;70.0;1085.0;39210.0;33.0;102.0;0.0;101.0;18.82353;53706.0;24261.0;51290.0;2.0;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:51.500;;;;;;;;;;;;;;;;;24.0;71.0;1078.0;44850.0;33.0;102.0;0.0;101.0;24.70588;53706.0;24261.0;51291.0;2.0;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:51.956;;;;;;;;;;;;;;;;;23.0;71.0;1081.0;54160.0;33.0;102.0;0.0;101.0;34.90196;53706.0;24261.0;51291.0;2.5;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:52.382;;;;;;;;;;;;;;;;;23.0;71.0;1081.0;53920.0;33.0;103.0;0.0;101.0;34.11765;53706.0;24261.0;51291.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:52.903;;;;;;;;;;;;;;;;;24.0;71.0;1086.0;54160.0;33.0;103.0;0.0;101.0;33.72549;53706.0;24261.0;51291.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:53.344;;;;;;;;;;;;;;;;;24.0;71.0;1089.0;51710.0;33.0;103.0;0.0;101.0;29.41176;53706.0;24261.0;51291.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:53.800;;;;;;;;;;;;;;;;;24.0;71.0;1100.0;50730.0;33.0;103.0;0.0;101.0;29.41176;53706.0;24261.0;51291.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:54.256;;;;;;;;;;;;;;;;;24.0;71.0;1104.0;51470.0;33.0;103.0;0.0;101.0;0.0;53706.0;24261.0;51291.0;2.0;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:54.759;;;;;;;;;;;;;;;;;24.0;71.0;1114.0;35290.0;33.0;103.0;0.0;101.0;0.0;53706.0;24261.0;51291.0;2.5;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:10:55.215;;;;;;;;;;;;;;;;;23.0;71.0;1051.0;35040.0;33.0;102.0;0.0;101.0;0.0;53706.0;24261.0;51291.0;-0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:55.671;;;;;;;;;;;;;;;;;23.0;71.0;1032.0;35780.0;33.0;101.0;0.0;101.0;0.0;53706.0;24261.0;51291.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:56.096;;;;;;;;;;;;;;;;;22.0;71.0;977.0;35290.0;33.0;101.0;0.0;101.0;0.0;53706.0;24261.0;51291.0;2.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:56.600;;;;;;;;;;;;;;;;;21.0;71.0;918.0;35530.0;33.0;101.0;0.0;101.0;0.0;53706.0;24261.0;51291.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:57.054;;;;;;;;;;;;;;;;;20.0;71.0;869.0;35040.0;33.0;102.0;0.0;101.0;1.960784;53706.0;24261.0;51291.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:57.496;;;;;;;;;;;;;;;;;18.0;71.0;775.0;35780.0;33.0;102.0;0.0;101.0;12.54902;53706.0;24261.0;51291.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:57.920;;;;;;;;;;;;;;;;;16.0;71.0;720.0;35040.0;33.0;102.0;0.0;101.0;20.78431;53706.0;24261.0;51291.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:58.441;;;;;;;;;;;;;;;;;15.0;71.0;728.0;36510.0;33.0;101.0;0.0;101.0;19.21569;53706.0;24261.0;51291.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:58.882;;;;;;;;;;;;;;;;;13.0;71.0;748.0;37000.0;33.0;101.0;0.0;101.0;17.64706;53706.0;24261.0;51291.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:59.339;;;;;;;;;;;;;;;;;10.0;71.0;747.0;36760.0;33.0;100.0;0.0;101.0;17.64706;53706.0;24261.0;51291.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:10:59.797;;;;;;;;;;;;;;;;;8.0;71.0;752.0;37000.0;33.0;100.0;0.0;101.0;18.82353;53706.0;24261.0;51291.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:00.631;;;;;;;;;;;;;;;;;6.0;71.0;757.0;48030.0;33.0;100.0;0.0;101.0;21.17647;53706.0;24261.0;51291.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:01.182;;;;;;;;;;;;;;;;;7.0;72.0;858.0;44850.0;33.0;100.0;0.0;101.0;23.52941;53706.0;24261.0;51291.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:01.638;;;;;;;;;;;;;;;;;8.0;72.0;641.0;59310.0;33.0;102.0;0.0;101.0;98.82353;53706.0;24261.0;51291.0;-0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:02.094;;;;;;;;;;;;;;;;;9.0;72.0;677.0;57590.0;33.0;104.0;0.0;101.0;70.58823;53706.0;24261.0;51291.0;0.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:02.598;;;;;;;;;;;;;;;;;10.0;72.0;705.0;59800.0;33.0;105.0;0.0;101.0;72.15686;53706.0;24261.0;51291.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:03.039;;;;;;;;;;;;;;;;;11.0;72.0;821.0;71320.0;34.0;105.0;0.0;101.0;85.09804;53706.0;24261.0;51291.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:03.496;;;;;;;;;;;;;;;;;12.0;72.0;877.0;85530.0;34.0;107.0;0.0;101.0;68.23529;53706.0;24261.0;51291.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:03.922;;;;;;;;;;;;;;;;;13.0;72.0;993.0;88230.0;34.0;107.0;0.0;101.0;77.64706;53706.0;24261.0;51291.0;1.0;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:11:04.442;;;;;;;;;;;;;;;;;14.0;72.0;1077.0;89700.0;34.0;109.0;0.0;101.0;75.29412;53706.0;24261.0;51291.0;1.5;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:11:04.882;;;;;;;;;;;;;;;;;16.0;72.0;1158.0;96320.0;34.0;112.0;0.0;101.0;72.94118;53706.0;24261.0;51291.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:05.338;;;;;;;;;;;;;;;;;17.0;72.0;1276.0;98280.0;34.0;115.0;0.0;101.0;70.58823;53706.0;24261.0;51291.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:05.797;;;;;;;;;;;;;;;;;18.0;72.0;1361.0;96810.0;34.0;118.0;0.0;101.0;60.0;53706.0;24261.0;51291.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:06.299;;;;;;;;;;;;;;;;;20.0;72.0;1434.0;98520.0;34.0;120.0;0.0;101.0;50.98039;53706.0;24261.0;51291.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:06.754;;;;;;;;;;;;;;;;;21.0;72.0;1481.0;93620.0;34.0;120.0;0.0;101.0;25.4902;53706.0;24261.0;51291.0;1.5;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:11:07.211;;;;;;;;;;;;;;;;;21.0;72.0;1474.0;63230.0;34.0;115.0;0.0;101.0;0.7843137;53706.0;24261.0;51291.0;2.0;28.5;255.0;15.0;0.0;0.0;0.0;0.0
06:11:07.634;;;;;;;;;;;;;;;;;22.0;72.0;1265.0;46070.0;34.0;112.0;0.0;101.0;17.64706;53706.0;24261.0;51291.0;2.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:08.138;;;;;;;;;;;;;;;;;22.0;72.0;971.0;64700.0;34.0;111.0;0.0;101.0;81.17647;53706.0;24261.0;51291.0;1.0;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:08.561;;;;;;;;;;;;;;;;;22.0;72.0;1030.0;87250.0;33.0;112.0;0.0;101.0;69.01961;53706.0;24261.0;51291.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
06:11:09.017;;;;;;;;;;;;;;;;;23.0;72.0;1081.0;89950.0;33.0;113.0;0.0;101.0;70.58823;53706.0;24261.0;51291.0;1.5;28.4;255.0;15.0;0.0;0.0;0.0;0.0
