timestamp;vehicle_speed;coolant_temp;engine_rpm;fuel_rail_pressure;intake_air_temp;intake_manifold_pressure;mass_air_flow;barometric_pressure;calculated_load_value;distance_traveled_since_dtcs_cleared;distance_traveled_while_mil_activated;engine_run_time_while_mil_activated;ignition_timing_advance;input_voltage;number_of_warm_ups;obd_requirements;co2_flow;fuel_rate;instant_co2_rate;instant_fuel_economy
16:30:51.618;3;49;831;47050;40;98;0;100;32.15686;65535;58765;65535;2.5;28.4;255;15;0;0;0;0
16:30:52.075;3;49;949;51470;40;97;0;100;34.11765;65535;58765;65535;3;28.4;255;15;0;0;0;0
16:30:52.909;4;49;1034;55630;40;97;0;100;38.03922;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:30:53.475;4;49;1165;54900;40;97;0;100;31.37255;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:30:53.916;5;49;1266;57100;40;98;0;100;28.23529;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:30:54.342;5;49;1300;63230;40;99;0;100;38.82353;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:30:54.860;6;49;1416;75490;40;99;0;100;35.68628;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:30:55.301;6;49;1467;79650;40;100;0;100;29.80392;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:30:55.756;6;49;1490;67890;40;101;0;100;1.176471;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:30:56.181;6;49;1226;52940;40;102;0;100;1.176471;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:30:56.701;6;49;975;40680;40;103;0;100;3.921569;65535;58765;65535;2.5;28.3;255;15;0;0;0;0
16:30:57.143;6;49;832;38720;40;102;0;100;39.21569;65535;58765;65535;2;28.4;255;15;0;0;0;0
16:30:57.598;7;49;894;69110;40;101;0;100;57.64706;65535;58765;65535;2.5;28.4;255;15;0;0;0;0
16:30:58.054;8;49;1003;64700;40;101;0;100;47.45098;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:30:58.557;9;49;1120;69850;40;101;0;100;48.62745;65535;58765;65535;3;28.4;255;15;0;0;0;0
16:30:59.014;10;49;1250;74010;40;102;0;100;53.72549;65535;58765;65535;3;28.3;255;15;0;0;0;0
16:30:59.455;11;49;1373;82590;40;104;0;100;43.13726;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:30:59.879;12;49;1468;83570;40;105;0;100;37.2549;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:00.400;12;49;1521;85530;40;105;0;100;34.11765;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:00.840;13;49;1579;85290;39;105;0;100;20.39216;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:01.297;13;49;1467;65440;39;105;0;100;0;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:01.753;13;49;1192;51470;39;105;0;100;0.3921569;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:02.603;14;49;944;41910;39;104;0;100;40;65535;58765;65535;3;28.4;255;15;0;0;0;0
16:31:03.155;14;48;993;53180;39;102;0;100;54.11765;65535;58765;65535;3;28.4;255;15;0;0;0;0
16:31:03.596;15;48;1092;64210;39;103;0;100;45.88235;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:04.022;16;48;1135;61510;39;103;0;100;42.35294;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:04.540;16;48;1172;60530;39;103;0;100;39.21569;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:04.996;17;48;1210;61510;39;103;0;100;36.47059;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:05.451;17;48;1252;63480;39;103;0;100;34.11765;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:05.907;18;48;1282;63970;39;102;0;100;31.37255;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:06.410;18;48;1297;65190;39;102;0;100;23.92157;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:06.834;19;48;1315;58570;39;101;0;100;21.56863;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:07.290;18;48;1316;56120;39;101;0;100;18.03922;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:07.714;19;48;1310;57100;39;100;0;100;12.54902;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:08.217;19;48;1287;53670;39;100;0;100;10.19608;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:08.641;18;48;1291;50980;39;100;0;100;4.705883;65535;58765;65535;4;28.4;255;15;0;0;0;0
16:31:09.098;18;48;1273;49260;39;100;0;100;2.352941;65535;58765;65535;4;28.4;255;15;0;0;0;0
16:31:09.521;18;48;1248;48520;39;100;0;100;2.352941;65535;58765;65535;4;28.4;255;15;0;0;0;0
16:31:10.040;17;48;1209;45580;39;100;0;100;2.352941;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:10.480;17;48;1189;44600;39;100;0;100;1.960784;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:10.936;17;48;1169;43130;39;99;0;100;0.3921569;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:11.361;16;48;1155;42150;39;99;0;100;0;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:12.210;16;48;1144;42400;39;99;0;100;0;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:12.775;16;49;1131;42150;39;99;0;100;0;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:13.216;16;49;1113;41660;39;99;0;100;0;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:13.656;16;49;1134;42400;39;98;0;100;0;65535;58765;65535;-0.5;28.3;255;15;0;0;0;0
16:31:14.159;16;49;1134;42150;39;97;0;100;0;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:14.615;16;49;1154;42890;39;97;0;100;0;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:15.071;16;49;1173;43130;39;96;0;100;0;65535;58765;65535;-0.5;28.3;255;15;0;0;0;0
16:31:15.494;17;49;1174;43620;39;96;0;100;0;65535;58765;65535;-0.5;28.3;255;15;0;0;0;0
16:31:15.997;17;49;1182;44110;39;96;0;100;0;65535;58765;65535;-0.5;28.3;255;15;0;0;0;0
16:31:16.422;17;49;1183;44360;39;96;0;100;0;65535;58765;65535;-0.5;28.3;255;15;0;0;0;0
16:31:16.877;17;49;1200;44850;39;96;0;100;0;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:17.301;17;49;1229;46320;39;96;0;100;0;65535;58765;65535;-0.5;28.3;255;15;0;0;0;0
16:31:17.821;18;49;1201;44850;39;96;0;100;0;65535;58765;65535;-0.5;28.3;255;15;0;0;0;0
16:31:18.261;17;49;1220;45830;39;96;0;100;0;65535;58765;65535;-0.5;28.3;255;15;0;0;0;0
16:31:18.717;17;49;1220;45830;39;96;0;100;0;65535;58765;65535;-0.5;28.3;255;15;0;0;0;0
16:31:19.142;17;49;1216;46810;39;96;0;100;0;65535;58765;65535;-0.5;28.3;255;15;0;0;0;0
16:31:19.660;17;49;1206;46320;39;96;0;100;0;65535;58765;65535;4;28.3;255;15;0;0;0;0
16:31:20.116;17;49;1195;45090;39;96;0;100;0;65535;58765;65535;4;28.4;255;15;0;0;0;0
16:31:20.556;17;49;1184;43870;39;96;0;100;0;65535;58765;65535;-0.5;28.4;255;15;0;0;0;0
16:31:20.980;17;49;1182;44110;39;96;0;100;0;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:21.845;17;49;1185;43870;39;96;0;100;0;65535;58765;65535;-0.5;28.4;255;15;0;0;0;0
16:31:22.395;17;49;1171;42890;39;97;0;100;0;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:22.850;16;49;1164;42640;39;97;0;100;0;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:23.275;17;49;1179;43620;39;98;0;100;0;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:23.777;17;49;1172;43620;39;98;0;100;0;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:24.233;16;49;1176;43380;39;99;0;100;0;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:24.689;16;49;1119;41660;39;99;0;100;0;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:25.129;16;49;1092;41660;39;99;0;100;0.3921569;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:25.632;15;49;1070;47790;39;99;0;100;18.03922;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:26.087;16;49;1083;44110;39;99;0;100;19.60784;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:26.543;15;49;1074;44360;39;99;0;100;18.82353;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:26.982;15;49;1065;44110;39;99;0;100;19.21569;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:27.500;15;49;1048;44360;39;99;0;100;18.82353;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:27.956;15;49;1087;44850;39;99;0;100;20.39216;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:28.396;15;49;1073;43130;39;99;0;100;18.43137;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:28.837;15;49;1072;42890;39;99;0;100;18.43137;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:29.340;15;49;1083;44110;39;99;0;100;16.07843;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:29.795;15;49;1066;43130;39;99;0;100;15.68627;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:30.267;15;49;1079;42890;39;99;0;100;14.90196;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:30.707;15;49;1071;43130;39;99;0;100;16.07843;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:31.540;15;49;1047;42640;39;99;0;100;16.47059;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:32.074;15;49;1039;43620;39;99;0;100;16.86275;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:32.529;14;49;1035;42890;39;99;0;100;18.43137;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:32.969;14;49;1022;41660;39;99;0;100;17.2549;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:33.456;14;49;991;44850;39;99;0;100;26.66667;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:33.896;14;49;1006;45340;39;99;0;100;43.13726;65535;58765;65535;3;28.4;255;15;0;0;0;0
16:31:34.353;15;49;1028;54410;39;99;0;100;41.96078;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:34.808;14;49;1075;56370;39;100;0;100;56.86274;65535;58765;65535;3;28.4;255;15;0;0;0;0
16:31:35.311;15;49;1110;79650;39;101;0;100;60.78431;65535;58765;65535;3;28.4;255;15;0;0;0;0
16:31:35.736;16;49;1170;71560;39;103;0;100;52.15686;65535;58765;65535;3;28.3;255;15;0;0;0;0
16:31:36.192;17;49;1227;71070;39;105;0;100;48.23529;65535;58765;65535;3;28.3;255;15;0;0;0;0
16:31:36.616;18;49;1272;70090;39;106;0;100;44.31372;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:37.119;18;49;1312;71560;39;106;0;100;40.78431;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:37.575;19;49;1343;73030;39;106;0;100;35.29412;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:38.031;19;49;1367;71560;39;105;0;100;27.84314;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:38.455;19;49;1384;67890;39;104;0;100;25.09804;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:38.958;20;49;1392;67890;39;103;0;100;25.4902;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:39.383;20;49;1388;64950;39;102;0;100;20.78431;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:39.838;20;49;1387;63720;39;102;0;100;20.78431;65535;58765;65535;4;28.4;255;15;0;0;0;0
16:31:40.262;20;49;1379;63970;39;102;0;100;21.56863;65535;58765;65535;4;28.4;255;15;0;0;0;0
16:31:41.111;20;49;1374;63480;39;101;0;100;21.96078;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:41.661;20;49;1386;64950;39;101;0;100;22.35294;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:42.118;19;49;1384;63970;39;101;0;100;22.7451;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:42.589;20;49;1362;63970;39;101;0;100;22.35294;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:43.092;19;49;1370;63720;39;101;0;100;22.7451;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:43.517;19;49;1377;63970;39;101;0;100;22.7451;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:43.973;19;49;1371;63970;39;101;0;100;22.35294;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:44.428;19;49;1369;64460;39;101;0;100;22.35294;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:44.931;20;49;1374;63970;39;101;0;100;21.96078;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:45.356;20;49;1368;63720;39;101;0;100;22.35294;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:45.796;19;49;1368;63480;39;101;0;100;22.35294;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:46.236;20;49;1364;63970;39;101;0;100;21.96078;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:46.738;19;49;1346;60040;39;101;0;100;16.07843;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:47.178;19;49;1351;58080;39;100;0;100;12.94118;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:47.618;19;49;1334;56120;39;100;0;100;10.98039;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:48.042;19;49;1323;53920;39;100;0;100;8.627451;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:48.561;19;49;1300;52690;39;100;0;100;7.843137;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:49.002;19;49;1261;48030;39;100;0;100;4.705883;65535;58765;65535;4;28.3;255;15;0;0;0;0
16:31:49.457;18;49;1237;47050;39;100;0;100;5.490196;65535;58765;65535;3.5;28.3;255;15;0;0;0;0
16:31:49.897;17;49;1220;45580;39;100;0;100;5.882353;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:50.730;17;49;1178;43380;39;100;0;100;6.666667;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:51.297;17;49;1155;42640;39;100;0;100;7.843137;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:51.737;16;49;1094;41170;39;99;0;100;3.921569;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:52.176;15;49;1063;40190;39;99;0;100;0.3921569;65535;58765;65535;3.5;28.4;255;15;0;0;0;0
16:31:52.679;15;49;1022;38970;39;99;0;100;0;65535;58765;65535;3;28.4;255;15;0;0;0;0
16:31:53.135;14;49;980;39700;39;99;0;100;0;65535;58765;65535;3;28.3;255;15;0;0;0;0
16:31:53.607;13;49;920;39460;39;99;0;100;0;65535;58765;65535;2.5;28.3;255;15;0;0;0;0
16:31:54.047;13;49;891;39460;39;99;0;100;0;65535;58765;65535;2.5;28.4;255;15;0;0;0;0
16:31:54.565;12;49;840;39210;39;99;0;100;0;65535;58765;65535;2.5;28.4;255;15;0;0;0;0
16:31:55.005;12;49;809;39460;39;99;0;100;0;65535;58765;65535;2;28.3;255;15;0;0;0;0
